CDF,DateSolde,Solde
40003,2020-04-06,-927935.62
40004,2020-04-06,-490676.35
40007,2020-04-06,-124668.15
40010,2020-04-06,-519976.58
40501,2020-04-06,-226332.35
41101,2020-04-06,-156919.01
41102,2020-04-06,-149592.52
42001,2020-04-06,-159666.39
42501,2020-04-06,-1317380.98
42502,2020-04-06,-920885.86
43001,2020-04-06,-1151037.37
43002,2020-04-06,-2538576.58
43003,2020-04-06,-469123.61
43004,2020-04-06,-495581.76
43005,2020-04-06,-1273032.38
43006,2020-04-06,-257340.77
43007,2020-04-06,-1014818.53
45001,2020-04-06,-338989.88
45002,2020-04-06,-761370.45
45003,2020-04-06,-413964.22
45004,2020-04-06,-1130060.13
45005,2020-04-06,-836984.61
45006,2020-04-06,-561019.02
45007,2020-04-06,-942486.6
45008,2020-04-06,-778711.72
45009,2020-04-06,-882298.19
45010,2020-04-06,-537600.4
45011,2020-04-06,-577859.47
45012,2020-04-06,-2668730.39
45013,2020-04-06,-989165.93
45014,2020-04-06,-272961.91
45015,2020-04-06,-1123724.56
45016,2020-04-06,-1114967.22
45017,2020-04-06,-426170.0
45018,2020-04-06,-581292.49
45019,2020-04-06,-1479205.26
45020,2020-04-06,-253494.95
45021,2020-04-06,-180777.57
45022,2020-04-06,-625322.49
45023,2020-04-06,-342568.14
45025,2020-04-06,-585668.83
45026,2020-04-06,-397264.77
45029,2020-04-06,-248667.23
45032,2020-04-06,-486612.68
45037,2020-04-06,-612119.53
45038,2020-04-06,-394995.17
45039,2020-04-06,-602849.95
45040,2020-04-06,-634909.34
45041,2020-04-06,-258468.68
45043,2020-04-06,-170628.46
45044,2020-04-06,-835260.16
45045,2020-04-06,-517112.12
45046,2020-04-06,-510163.9
46501,2020-04-06,-396088.86
47101,2020-04-06,-480899.58
48001,2020-04-06,-1121063.63
48002,2020-04-06,-460919.31
48003,2020-04-06,-1228753.61
48004,2020-04-06,-1534017.46
48005,2020-04-06,-489494.56
48006,2020-04-06,-684563.22
48007,2020-04-06,-1132378.53
48008,2020-04-06,-670994.91
48009,2020-04-06,-751146.4
48010,2020-04-06,-412790.22
48011,2020-04-06,-1581364.24
48012,2020-04-06,-1326362.11
48013,2020-04-06,-95402.46
48014,2020-04-06,-81853.02
48015,2020-04-06,-629249.53
48016,2020-04-06,-176586.97
48018,2020-04-06,-604297.94
48020,2020-04-06,-1088498.0
48021,2020-04-06,-78713.34
48101,2020-04-06,-501819.33
49101,2020-04-06,-722598.66
49201,2020-04-06,-302021.74
50001,2020-04-06,-780426.18
50002,2020-04-06,-1035010.47
50003,2020-04-06,-493394.01
50004,2020-04-06,-799706.54
50005,2020-04-06,-529099.79
50006,2020-04-06,-337352.29
50009,2020-04-06,-518066.71
50010,2020-04-06,-487112.41
50011,2020-04-06,-719928.31
50012,2020-04-06,-256375.14
50101,2020-04-06,-175249.96
50201,2020-04-06,-121201.01
50301,2020-04-06,-170668.62
50401,2020-04-06,-366421.7
50701,2020-04-06,-372496.34
51101,2020-04-06,-731431.15
51102,2020-04-06,-598570.33
51201,2020-04-06,-1096567.68
51501,2020-04-06,-782703.89
51502,2020-04-06,-166601.11
51901,2020-04-06,-408140.4
52301,2020-04-06,-339583.4
52401,2020-04-06,-241385.12
52501,2020-04-06,-553697.28
53001,2020-04-06,-5228182.83
53002,2020-04-06,-1485915.89
53004,2020-04-06,-1881100.69
55001,2020-04-06,-1458360.07
55002,2020-04-06,-882626.28
55601,2020-04-06,-410252.34
55901,2020-04-06,-484713.78
56501,2020-04-06,-229305.22
57001,2020-04-06,-1287789.56
57002,2020-04-06,-1179766.83
57003,2020-04-06,-623004.06
57004,2020-04-06,-436234.45
57005,2020-04-06,-742741.8
57006,2020-04-06,-351302.76
57007,2020-04-06,-287747.7
57008,2020-04-06,-1153904.62
57009,2020-04-06,-501065.91
57010,2020-04-06,-187678.05
57011,2020-04-06,-1020628.22
57013,2020-04-06,-10399.81
57014,2020-04-06,-1030462.86
57016,2020-04-06,-189526.91
57501,2020-04-06,-897405.6
57502,2020-04-06,-433789.17
57506,2020-04-06,-224185.0
57601,2020-04-06,-613235.83
57901,2020-04-06,-133123.57
58201,2020-04-06,-1013591.44
58501,2020-04-06,-451048.75
58502,2020-04-06,-890347.67
58701,2020-04-06,-326801.5
59001,2020-04-06,-568816.93
59002,2020-04-06,-210064.69
59003,2020-04-06,-219866.35
59004,2020-04-06,-415363.57
59005,2020-04-06,-344033.24
59006,2020-04-06,-108662.66
59007,2020-04-06,-656064.95
59009,2020-04-06,-896693.89
59011,2020-04-06,-532054.58
59012,2020-04-06,-115826.18
60701,2020-04-06,-1405850.24
60702,2020-04-06,-531890.88
61001,2020-04-06,-654732.28
61002,2020-04-06,-414872.59
61003,2020-04-06,-768872.09
61004,2020-04-06,-418333.9
61501,2020-04-06,-1063827.36
61902,2020-04-06,-448417.57
62001,2020-04-06,-621283.94
62101,2020-04-06,-633567.79
62102,2020-04-06,-378211.89
62103,2020-04-06,-324704.4
62104,2020-04-06,-1118997.42
62105,2020-04-06,-534981.27
62108,2020-04-06,-259119.03
62201,2020-04-06,-775219.75
62501,2020-04-06,-325050.16
62601,2020-04-06,-220504.04
62901,2020-04-06,-623777.69
64001,2020-04-06,-1051432.57
64002,2020-04-06,-1743435.96
64003,2020-04-06,-449209.17
64005,2020-04-06,-1252418.21
64006,2020-04-06,-42705.42
64007,2020-04-06,-833062.37
64008,2020-04-06,-611508.52
64009,2020-04-06,-1694565.49
64010,2020-04-06,-494279.87
64011,2020-04-06,-2658725.1
64012,2020-04-06,-1763679.81
64013,2020-04-06,-229023.18
64014,2020-04-06,-2301822.28
64015,2020-04-06,-177203.44
64016,2020-04-06,-428851.32
64017,2020-04-06,-504856.4
64018,2020-04-06,-351060.34
64019,2020-04-06,-367352.42
64020,2020-04-06,-409187.02
64021,2020-04-06,-368177.61
64022,2020-04-06,-302781.27
64023,2020-04-06,-672737.5
64024,2020-04-06,-1239941.16
64025,2020-04-06,-707558.17
64026,2020-04-06,-365919.37
64027,2020-04-06,-1964672.92
64028,2020-04-06,-1516125.69
64030,2020-04-06,-327244.61
64031,2020-04-06,-409593.2
64032,2020-04-06,-114216.61
64033,2020-04-06,-711262.53
64035,2020-04-06,-2445057.22
64036,2020-04-06,-964787.94
64037,2020-04-06,-1184332.22
64301,2020-04-06,-346665.35
64302,2020-04-06,-455637.6
65001,2020-04-06,-1570740.37
65002,2020-04-06,-967809.87
66001,2020-04-06,-678167.52
66501,2020-04-06,-644911.57
69001,2020-04-06,-303568.76
69002,2020-04-06,-201493.41
69004,2020-04-06,-1127838.14
69005,2020-04-06,-208337.54
69006,2020-04-06,-375114.76
69007,2020-04-06,-213767.99
69501,2020-04-06,-342534.28
69601,2020-04-06,-196875.06
70301,2020-04-06,-497293.99
70302,2020-04-06,-731710.34
72001,2020-04-06,-1343887.49
72002,2020-04-06,-808970.42
72003,2020-04-06,-495412.79
72004,2020-04-06,-549032.73
72005,2020-04-06,-1395818.34
72006,2020-04-06,-656179.5
72007,2020-04-06,-1885077.78
72010,2020-04-06,-170554.74
72011,2020-04-06,-768986.89
72012,2020-04-06,-444075.38
72015,2020-04-06,-565005.21
72016,2020-04-06,-355859.78
72017,2020-04-06,-276442.0
72601,2020-04-06,-511918.96
72602,2020-04-06,-585674.43
72701,2020-04-06,-511765.1
72702,2020-04-06,-130441.8
72801,2020-04-06,-524158.58
72802,2020-04-06,-1442817.19
73101,2020-04-06,-1465274.86
73102,2020-04-06,-595950.55
73103,2020-04-06,-127777.15
73501,2020-04-06,-817277.44
73502,2020-04-06,-393015.81
73503,2020-04-06,-966836.11
75001,2020-04-06,-928845.41
75002,2020-04-06,-887365.03
75003,2020-04-06,-241981.9
76101,2020-04-06,-418598.49
76501,2020-04-06,-774314.1
78003,2020-04-06,-997474.88
78004,2020-04-06,-796106.52
78005,2020-04-06,-819485.64
78006,2020-04-06,-1295694.33
78007,2020-04-06,-283117.29
78008,2020-04-06,-223166.4
78009,2020-04-06,-3827199.6
78010,2020-04-06,-144117.14
78013,2020-04-06,-588805.93
78014,2020-04-06,-829430.97
78015,2020-04-06,-2465332.18
78016,2020-04-06,-434311.15
78017,2020-04-06,-524022.31
78019,2020-04-06,-1222014.13
78020,2020-04-06,-985431.94
78021,2020-04-06,-232475.86
78023,2020-04-06,-111988.48
78024,2020-04-06,-249765.03
78025,2020-04-06,-185160.04
78026,2020-04-06,-412000.54
78027,2020-04-06,-947958.12
78028,2020-04-06,-442186.5
78029,2020-04-06,-869344.88
78030,2020-04-06,-902376.28
78031,2020-04-06,-1227871.86
78032,2020-04-06,-537040.39
78034,2020-04-06,-400269.21
78035,2020-04-06,-697625.42
78036,2020-04-06,-288744.06
78037,2020-04-06,-1064819.19
78038,2020-04-06,-325271.25
78039,2020-04-06,-267356.95
78040,2020-04-06,-482025.24
78041,2020-04-06,-597251.69
78043,2020-04-06,-458259.3
78044,2020-04-06,-414554.46
78045,2020-04-06,-1176712.27
78046,2020-04-06,-351177.85
78047,2020-04-06,-448416.44
78048,2020-04-06,-2378778.12
78049,2020-04-06,-938954.57
78050,2020-04-06,-596975.62
78051,2020-04-06,-478967.72
78052,2020-04-06,-272628.2
78053,2020-04-06,-381483.79
78054,2020-04-06,-479331.77
78055,2020-04-06,-1768060.57
78056,2020-04-06,-336793.88
78057,2020-04-06,-576412.69
78058,2020-04-06,-471370.12
78059,2020-04-06,-446973.05
78060,2020-04-06,-152614.02
78061,2020-04-06,-850830.03
78062,2020-04-06,-692411.09
78063,2020-04-06,-463153.96
78064,2020-04-06,-509297.25
78065,2020-04-06,-2260747.04
78066,2020-04-06,-1169652.72
78068,2020-04-06,-732232.28
78069,2020-04-06,-3349247.2
78070,2020-04-06,-332000.77
78071,2020-04-06,-716247.33
78072,2020-04-06,-857417.77
78073,2020-04-06,-774752.41
78075,2020-04-06,-167447.34
78076,2020-04-06,-478730.59
78077,2020-04-06,-789328.75
78079,2020-04-06,-326151.89
78080,2020-04-06,-95216.75
78081,2020-04-06,-243431.72
78082,2020-04-06,-325161.02
78083,2020-04-06,-602686.66
78084,2020-04-06,-711121.42
78085,2020-04-06,-612595.68
78086,2020-04-06,-570206.13
78087,2020-04-06,-399331.03
78088,2020-04-06,-361098.92
78089,2020-04-06,-799085.47
78090,2020-04-06,-1033501.61
78091,2020-04-06,-607010.9
78092,2020-04-06,-923167.58
78094,2020-04-06,-388538.06
78096,2020-04-06,-961671.53
78097,2020-04-06,-210721.93
78098,2020-04-06,-1404452.63
78701,2020-04-06,-653087.62
78702,2020-04-06,-252675.27
78703,2020-04-06,-589130.38
78704,2020-04-06,-935666.63
78705,2020-04-06,-1197023.29
78706,2020-04-06,-139059.83
78707,2020-04-06,-675712.38
78708,2020-04-06,-431032.22
78709,2020-04-06,-790380.61
78710,2020-04-06,-711315.77
78711,2020-04-06,-345914.82
78712,2020-04-06,-507099.1
78714,2020-04-06,-209062.84
78715,2020-04-06,-476247.59
78719,2020-04-06,-251073.91
79101,2020-04-06,-1039093.32
79102,2020-04-06,-831974.78
79110,2020-04-06,-78917.64
79112,2020-04-06,-402011.52
79113,2020-04-06,-97138.59
79301,2020-04-06,-463659.66
79302,2020-04-06,-1271313.14
79314,2020-04-06,-256201.77
79315,2020-04-06,-508847.59
79316,2020-04-06,-236515.69
79318,2020-04-06,-183006.92
79319,2020-04-06,-271391.96
79320,2020-04-06,-496347.19
79322,2020-04-06,-697539.22
79323,2020-04-06,-573236.03
79324,2020-04-06,-388171.82
79325,2020-04-06,-317272.03
79326,2020-04-06,-40.25
79327,2020-04-06,-430572.74
79330,2020-04-06,-246144.21
79332,2020-04-06,-503775.48
79333,2020-04-06,-438280.11
79334,2020-04-06,-599134.04
79337,2020-04-06,-89708.69
79339,2020-04-06,-282585.15
79345,2020-04-06,-271792.29
79349,2020-04-06,-487027.44
79350,2020-04-06,-346351.89
79351,2020-04-06,-616952.33
79352,2020-04-06,-878749.5
79354,2020-04-06,-277594.11
79355,2020-04-06,-283224.47
79357,2020-04-06,-254404.17
79359,2020-04-06,-169309.48
79361,2020-04-06,-316594.35
79364,2020-04-06,-536840.14
79365,2020-04-06,-1187711.52
79368,2020-04-06,-1521588.95
79369,2020-04-06,-360679.4
79371,2020-04-06,-546942.45
79372,2020-04-06,-866591.13
79374,2020-04-06,-381396.94
79375,2020-04-06,-701003.03
79401,2020-04-06,-791709.82
79411,2020-04-06,-538394.33
79412,2020-04-06,-247353.15
79413,2020-04-06,-834331.88
79415,2020-04-06,-77079.62
79416,2020-04-06,-682081.39
79417,2020-04-06,-735118.45
79418,2020-04-06,-222015.18
79419,2020-04-06,-205099.25
79420,2020-04-06,-333934.75
79421,2020-04-06,-582159.12
79422,2020-04-06,-264068.95
79423,2020-04-06,-279177.61
79424,2020-04-06,-374816.07
79425,2020-04-06,-299540.19
79426,2020-04-06,-336324.66
79427,2020-04-06,-484328.46
79428,2020-04-06,-250845.24
79429,2020-04-06,-416792.82
79430,2020-04-06,-816117.92
79431,2020-04-06,-980861.46
79432,2020-04-06,-168232.35
79433,2020-04-06,-204965.77
79434,2020-04-06,-242555.25
79435,2020-04-06,-94926.08
79436,2020-04-06,-632067.03
79437,2020-04-06,-560251.88
79438,2020-04-06,-151977.57
79439,2020-04-06,-306735.74
79440,2020-04-06,-792539.03
79441,2020-04-06,-278338.33
79442,2020-04-06,-523828.78
79443,2020-04-06,-313381.92
79444,2020-04-06,-214157.75
79445,2020-04-06,-80012.47
79446,2020-04-06,-415179.31
79447,2020-04-06,-939279.81
79448,2020-04-06,-718133.56
79449,2020-04-06,-514644.89
79450,2020-04-06,-724.75
79451,2020-04-06,-388750.05
79452,2020-04-06,-324948.54
79453,2020-04-06,-404408.05
79455,2020-04-06,-532629.09
79456,2020-04-06,-725685.15
79457,2020-04-06,-444852.5
79458,2020-04-06,-168939.68
79459,2020-04-06,-433853.42
79460,2020-04-06,-303982.41
79463,2020-04-06,-745062.61
79464,2020-04-06,-432653.46
79465,2020-04-06,-98436.62
79466,2020-04-06,-260246.29
79467,2020-04-06,-329080.8
79468,2020-04-06,-368079.74
79469,2020-04-06,-42397.24
79470,2020-04-06,-189634.86
79474,2020-04-06,-105889.8
79477,2020-04-06,-523644.2
79479,2020-04-06,-934087.39
79480,2020-04-06,-710318.41
79483,2020-04-06,-1027252.13
79484,2020-04-06,-222105.25
79486,2020-04-06,-268178.01
79487,2020-04-06,-1216031.31
79488,2020-04-06,-307066.65
79489,2020-04-06,-356428.84
79491,2020-04-06,-36441.36
79494,2020-04-06,-141066.9
79496,2020-04-06,-554839.93
79497,2020-04-06,-686353.3
79498,2020-04-06,-669575.93
79501,2020-04-06,-924749.01
79502,2020-04-06,-517085.87
79601,2020-04-06,-515313.58
79701,2020-04-06,-922122.51
81001,2020-04-06,-1452539.58
81002,2020-04-06,-2578345.65
81003,2020-04-06,-2459142.74
81004,2020-04-06,-567459.0
81005,2020-04-06,-587809.52
81006,2020-04-06,-680330.52
81007,2020-04-06,-982703.72
81008,2020-04-06,-2067770.18
81009,2020-04-06,-184826.06
81010,2020-04-06,-450812.0
81011,2020-04-06,-633867.84
81012,2020-04-06,-246942.71
81013,2020-04-06,-328713.96
81014,2020-04-06,-520084.93
81015,2020-04-06,-350298.09
81016,2020-04-06,-1150826.26
81017,2020-04-06,-426055.6
81018,2020-04-06,-261476.29
81019,2020-04-06,-1152312.96
81020,2020-04-06,-1833994.09
81021,2020-04-06,-57437.52
81022,2020-04-06,-80879.89
81024,2020-04-06,-1632858.15
81025,2020-04-06,-814638.44
81026,2020-04-06,-1159858.33
81030,2020-04-06,-341112.79
81031,2020-04-06,-364922.28
81032,2020-04-06,-38692.08
81033,2020-04-06,-220638.82
81038,2020-04-06,-533332.12
81039,2020-04-06,-1111785.85
81041,2020-04-06,-412833.67
81042,2020-04-06,-1708084.77
81043,2020-04-06,-397978.73
81044,2020-04-06,-582908.26
81045,2020-04-06,-447726.0
81501,2020-04-06,-533799.17
81502,2020-04-06,-445204.75
81504,2020-04-06,-932713.2
81505,2020-04-06,-360840.53
81506,2020-04-06,-909819.47
81507,2020-04-06,-499904.33
81508,2020-04-06,-570016.97
81509,2020-04-06,-306932.1
81510,2020-04-06,-105309.37
81511,2020-04-06,-32552.97
81512,2020-04-06,-301876.65
81515,2020-04-06,-1263072.63
81516,2020-04-06,-300315.61
81519,2020-04-06,-263398.76
81520,2020-04-06,-154663.82
81521,2020-04-06,-1339362.84
81522,2020-04-06,-568690.12
81523,2020-04-06,-122250.0
81524,2020-04-06,-716533.13
82101,2020-04-06,-667553.03
82102,2020-04-06,-834915.62
82103,2020-04-06,-772608.21
82201,2020-04-06,-656968.5
82501,2020-04-06,-366111.53
82502,2020-04-06,-1158714.99
82503,2020-04-06,-1090774.09
82504,2020-04-06,-174815.38
82505,2020-04-06,-852192.61
82506,2020-04-06,-309541.84
82507,2020-04-06,-795439.23
82508,2020-04-06,-207976.54
82509,2020-04-06,-541603.1
82510,2020-04-06,-809013.03
82511,2020-04-06,-940907.82
82601,2020-04-06,-185184.36
1001,2020-04-07,-1434674.22
1002,2020-04-07,-775224.23
1003,2020-04-07,-1225891.79
1004,2020-04-07,-705607.55
1005,2020-04-07,-1228093.55
1006,2020-04-07,-865411.01
1007,2020-04-07,-528265.7
1008,2020-04-07,-1093804.64
1009,2020-04-07,-41399.39
1010,2020-04-07,-1316338.71
1011,2020-04-07,-777214.97
1012,2020-04-07,-689015.16
1013,2020-04-07,-153061.34
1014,2020-04-07,-34129.22
1015,2020-04-07,-628233.45
1016,2020-04-07,-414962.91
1018,2020-04-07,-1120576.66
1019,2020-04-07,-376469.66
1023,2020-04-07,-995978.23
1024,2020-04-07,-483588.0
1025,2020-04-07,-694621.4
1026,2020-04-07,-259610.77
1027,2020-04-07,-310153.47
1029,2020-04-07,-39344.39
1030,2020-04-07,-199160.91
1031,2020-04-07,-237260.77
1101,2020-04-07,-1351154.84
1102,2020-04-07,-463370.77
1201,2020-04-07,-847980.43
1301,2020-04-07,-1189617.78
1501,2020-04-07,-812209.05
2101,2020-04-07,-1941152.8
2102,2020-04-07,-1321974.15
2103,2020-04-07,-1173293.28
2201,2020-04-07,-1943558.83
2202,2020-04-07,-650101.57
2203,2020-04-07,-546082.78
2204,2020-04-07,-1529042.51
2205,2020-04-07,-680748.43
2801,2020-04-07,-1173726.8
2802,2020-04-07,-629039.32
3201,2020-04-07,-1333000.34
4101,2020-04-07,-519392.37
4102,2020-04-07,-931281.26
4701,2020-04-07,-337908.5
5001,2020-04-07,-473600.95
5002,2020-04-07,-108873.89
5003,2020-04-07,-304719.75
5004,2020-04-07,-398676.7
5501,2020-04-07,-463231.04
5701,2020-04-07,-440586.85
6101,2020-04-07,-454856.46
7001,2020-04-07,-756712.56
9001,2020-04-07,-1324139.95
9002,2020-04-07,-86193.67
9003,2020-04-07,-773202.66
9004,2020-04-07,-496885.93
9005,2020-04-07,-91174.0
9007,2020-04-07,-87453.6
9008,2020-04-07,-489285.6
9501,2020-04-07,-378373.91
9502,2020-04-07,-486836.91
9601,2020-04-07,-386905.48
10101,2020-04-07,-2594840.42
10102,2020-04-07,-1134404.32
10103,2020-04-07,-640237.83
10401,2020-04-07,-104588.66
11001,2020-04-07,-1392246.49
11002,2020-04-07,-477904.9
12101,2020-04-07,-833825.5
12102,2020-04-07,-487340.82
12201,2020-04-07,-607343.74
13001,2020-04-07,-905103.61
15001,2020-04-07,-870596.6
15002,2020-04-07,-448574.5
17001,2020-04-07,-560544.98
17002,2020-04-07,-723853.49
17003,2020-04-07,-700046.87
17004,2020-04-07,-752838.07
17005,2020-04-07,-678333.92
17006,2020-04-07,-482748.31
17007,2020-04-07,-132526.6
17008,2020-04-07,-656241.81
17009,2020-04-07,-186008.69
17010,2020-04-07,-672072.66
17011,2020-04-07,-139339.16
17012,2020-04-07,-267807.47
17013,2020-04-07,-628616.42
17014,2020-04-07,-181851.48
17015,2020-04-07,-853971.6
17601,2020-04-07,-1077271.38
17701,2020-04-07,-417682.16
17901,2020-04-07,-335044.97
18601,2020-04-07,-662754.39
19001,2020-04-07,-1223686.06
19002,2020-04-07,-553844.37
19003,2020-04-07,-449413.69
19501,2020-04-07,-920429.33
20101,2020-04-07,-582903.98
20102,2020-04-07,-361273.92
21001,2020-04-07,-1042557.89
21002,2020-04-07,-1004822.54
21801,2020-04-07,-267541.33
24001,2020-04-07,-526019.13
24002,2020-04-07,-35829.35
26001,2020-04-07,-3106859.98
27001,2020-04-07,-2839027.06
27003,2020-04-07,-885301.68
27004,2020-04-07,-307349.68
27005,2020-04-07,-631663.23
27006,2020-04-07,-473020.41
27007,2020-04-07,-1310875.04
27009,2020-04-07,-754901.59
27010,2020-04-07,-881156.53
27011,2020-04-07,-293743.14
27012,2020-04-07,-235068.68
27013,2020-04-07,-642118.48
27014,2020-04-07,-659306.45
27015,2020-04-07,-535849.15
27016,2020-04-07,-918297.69
27017,2020-04-07,-506961.57
27018,2020-04-07,-109741.91
27019,2020-04-07,-269089.67
27020,2020-04-07,-333842.98
27021,2020-04-07,-534370.02
27022,2020-04-07,-1012361.49
27023,2020-04-07,-105460.76
27024,2020-04-07,-856935.7
27025,2020-04-07,-615099.8
27026,2020-04-07,-323107.03
27028,2020-04-07,-717420.65
27029,2020-04-07,-196836.72
27030,2020-04-07,-252435.52
27031,2020-04-07,-378197.58
27032,2020-04-07,-89360.44
27033,2020-04-07,-579566.54
27035,2020-04-07,-523360.87
27036,2020-04-07,-259336.33
27037,2020-04-07,-250219.95
27038,2020-04-07,-1230092.02
28101,2020-04-07,-516827.97
28102,2020-04-07,-311893.22
28103,2020-04-07,-1442161.36
32001,2020-04-07,-274030.12
32002,2020-04-07,-1032045.88
33001,2020-04-07,-433309.77
33002,2020-04-07,-553197.52
33003,2020-04-07,-736594.84
33004,2020-04-07,-371476.22
33005,2020-04-07,-985970.99
33006,2020-04-07,-685474.66
33007,2020-04-07,-124441.0
33008,2020-04-07,-432910.09
33009,2020-04-07,-297368.22
33010,2020-04-07,-705470.79
33011,2020-04-07,-360319.52
33012,2020-04-07,-278746.46
33013,2020-04-07,-64572.89
33014,2020-04-07,-565116.65
33201,2020-04-07,-110613.49
33601,2020-04-07,-357225.98
34101,2020-04-07,-1381531.51
34601,2020-04-07,-296861.19
34602,2020-04-07,-108646.0
34901,2020-04-07,-746209.02
34902,2020-04-07,-502991.17
35301,2020-04-07,-569568.87
36001,2020-04-07,-292621.43
36002,2020-04-07,-1150315.26
36501,2020-04-07,-67719.79
37401,2020-04-07,-555371.21
38001,2020-04-07,-849351.43
38002,2020-04-07,-1493868.26
38801,2020-04-07,-194658.33
39101,2020-04-07,-1264942.87
40001,2020-04-07,-1360695.23
40002,2020-04-07,-203398.64
40003,2020-04-07,-425545.09
40004,2020-04-07,-509376.35
40007,2020-04-07,-111269.91
40009,2020-04-07,-419283.68
40010,2020-04-07,-449764.58
40501,2020-04-07,-551343.39
41101,2020-04-07,-300501.69
41102,2020-04-07,-248258.37
42001,2020-04-07,-174860.39
42501,2020-04-07,-1032116.05
42502,2020-04-07,-1020365.59
43001,2020-04-07,-1177729.28
43002,2020-04-07,-3082551.31
43003,2020-04-07,-733421.04
43004,2020-04-07,-330098.76
43005,2020-04-07,-1153508.79
43006,2020-04-07,-179653.77
43007,2020-04-07,-796679.39
45001,2020-04-07,-375415.51
45002,2020-04-07,-712976.75
45003,2020-04-07,-383814.22
45004,2020-04-07,-1049002.23
45005,2020-04-07,-655612.1
45006,2020-04-07,-867865.63
45007,2020-04-07,-807992.51
45008,2020-04-07,-753619.82
45009,2020-04-07,-124251.55
45010,2020-04-07,-329078.1
45011,2020-04-07,-1208891.47
45012,2020-04-07,-1595045.41
45013,2020-04-07,-500436.93
45014,2020-04-07,-193947.96
45015,2020-04-07,-1090774.09
45016,2020-04-07,-552959.19
45017,2020-04-07,-379455.65
45018,2020-04-07,-423728.79
45019,2020-04-07,-1603438.87
45020,2020-04-07,-499857.95
45021,2020-04-07,-192039.57
45022,2020-04-07,-524922.94
45023,2020-04-07,-700286.29
45025,2020-04-07,-1635737.19
45026,2020-04-07,-213458.82
45029,2020-04-07,-231569.23
45032,2020-04-07,-513492.68
45037,2020-04-07,-783607.83
45038,2020-04-07,-395911.17
45039,2020-04-07,-557108.87
45040,2020-04-07,-595022.02
45041,2020-04-07,-224868.68
45043,2020-04-07,-418050.88
45044,2020-04-07,-829701.81
45045,2020-04-07,-196312.12
45046,2020-04-07,-510623.9
46501,2020-04-07,-804344.19
47101,2020-04-07,-418566.75
48001,2020-04-07,-2373429.88
48002,2020-04-07,-345652.6
48003,2020-04-07,-1018986.61
48004,2020-04-07,-1777467.25
48005,2020-04-07,-522947.56
48006,2020-04-07,-333149.94
48007,2020-04-07,-151475.18
48008,2020-04-07,-483335.51
48009,2020-04-07,-727625.61
48010,2020-04-07,-948262.22
48011,2020-04-07,-2258023.71
48012,2020-04-07,-1101833.4
48013,2020-04-07,-351630.24
48014,2020-04-07,-45127.68
48015,2020-04-07,-609385.7
48016,2020-04-07,-1445087.97
48018,2020-04-07,-649893.96
48020,2020-04-07,-1386326.63
48021,2020-04-07,-185013.34
48101,2020-04-07,-572114.72
49101,2020-04-07,-373848.41
49201,2020-04-07,-168457.24
50001,2020-04-07,-867043.5
50002,2020-04-07,-835346.29
50003,2020-04-07,-604844.01
50004,2020-04-07,-713245.18
50005,2020-04-07,-704426.04
50006,2020-04-07,-363852.29
50009,2020-04-07,-231807.62
50010,2020-04-07,-292771.41
50011,2020-04-07,-390857.77
50012,2020-04-07,-337140.76
50101,2020-04-07,-565026.96
50201,2020-04-07,-1096980.83
50301,2020-04-07,-225568.62
50401,2020-04-07,-277301.16
50701,2020-04-07,-883391.23
51101,2020-04-07,-1087945.29
51102,2020-04-07,-649678.13
51201,2020-04-07,-882621.56
51501,2020-04-07,-869648.76
51502,2020-04-07,-290950.91
51901,2020-04-07,-424456.4
52301,2020-04-07,-268949.25
52401,2020-04-07,-458035.12
52501,2020-04-07,-839970.28
53001,2020-04-07,-5564987.79
53002,2020-04-07,-1325105.28
53004,2020-04-07,-1458079.38
55001,2020-04-07,-1334545.93
55002,2020-04-07,-808964.74
55601,2020-04-07,-525810.97
55901,2020-04-07,-73246.88
56501,2020-04-07,-97096.55
57001,2020-04-07,-1155053.6
57002,2020-04-07,-903571.83
57003,2020-04-07,-673442.75
57004,2020-04-07,-457104.45
57005,2020-04-07,-230361.64
57006,2020-04-07,-396758.36
57007,2020-04-07,-169697.7
57008,2020-04-07,-1365231.82
57009,2020-04-07,-591263.62
57010,2020-04-07,-171058.93
57011,2020-04-07,-851268.22
57013,2020-04-07,2436.32
57014,2020-04-07,-894372.13
57016,2020-04-07,-323058.28
57501,2020-04-07,-747892.63
57502,2020-04-07,-708357.91
57506,2020-04-07,-228835.0
57601,2020-04-07,-560732.07
57901,2020-04-07,-110423.57
58201,2020-04-07,-555083.43
58501,2020-04-07,-812922.67
58502,2020-04-07,-479584.05
58701,2020-04-07,-314044.5
59001,2020-04-07,-229886.87
59002,2020-04-07,-567222.11
59003,2020-04-07,-190216.52
59004,2020-04-07,-907497.05
59005,2020-04-07,-285136.29
59006,2020-04-07,-397544.88
59007,2020-04-07,-558240.94
59009,2020-04-07,-945216.81
59011,2020-04-07,-175964.58
59012,2020-04-07,-211635.09
60701,2020-04-07,-1996762.24
60702,2020-04-07,-1079594.43
61001,2020-04-07,-506737.34
61002,2020-04-07,-220264.59
61003,2020-04-07,-347290.4
61004,2020-04-07,-108122.5
61501,2020-04-07,-2495025.11
61902,2020-04-07,-1566120.57
62001,2020-04-07,-213319.91
62101,2020-04-07,-1700506.91
62102,2020-04-07,-408193.3
62103,2020-04-07,-252959.06
62104,2020-04-07,-1144515.42
